SalesID, Manufacturer, Product, Application, StorageTime, Price
764697605,M3,P4,A3,0.1,379.27
443209017,M6,P7,A2,2.6666889415389585,252.55
443209017,M6,P8,A7,10.492876739285657,636.79
443209017,M3,P2,A4,0.1,365.81
443209017,M2,P5,A6,0.1,449.92
443209017,M7,P7,A2,0.7944797378631507,286.02
443209017,M7,P1,A3,9.788982780897935,256.53
443209017,M6,P8,A4,0.1,458.13
443209017,M3,P7,A2,11.889749936316608,246.53
368237847,M3,P2,A2,34.14860554088441,725.92
1858292559,M6,P8,A2,3.2219634135304833,263.71
1858292559,M6,P7,A3,28.767537259685366,345.45
1858292559,M8,P4,A3,32.104929328839674,390.86
947839620,M6,P8,A2,0.1,277.75
947839620,M6,P1,A6,13.315779308448644,451.88
1426958573,M8,P3,A5,19.916244972592295,477.18
1426958573,M5,P7,A2,18.952005353166484,255.37
1426958573,M7,P4,A6,0.1,464.6
1426958573,M6,P8,A4,23.797882994736643,566.93
1426958573,M7,P7,A2,16.103510405627965,261.85
1426958573,M8,P2,A3,0.1,339.39
1426958573,M2,P2,A3,25.101787007227728,261.62
1426958573,M7,P4,A6,0.1,465.53
1426958573,M7,P8,A3,1.0913624626048946,395.3
668920504,M8,P4,A3,0.1,367.54
668920504,M5,P7,A2,3.024519766302385,254.32
668920504,M5,P7,A3,18.800406194701615,356.51
668920504,M2,P5,A5,19.0372171447971,498.25
668920504,M5,P1,A3,0.1,249.07
165100705,M6,P5,A6,0.1,674.71
165100705,M5,P7,A3,4.109684460689948,338.39
165100705,M4,P6,A5,17.284907837032392,492.09
1747212228,M6,P5,A6,44.57343672587023,623.87
1747212228,M3,P4,A3,38.94244331330533,416.28
1747212228,M7,P5,A4,9.6000143011332,484.82
1747212228,M2,P2,A3,0.1,235.28
1532768299,M7,P8,A2,0.1,224.81
1532768299,M5,P7,A3,18.82981376202816,385.69
1532768299,M3,P4,A3,2.8037652139432456,383.27
1532768299,M5,P5,A3,0.1,414.63
1532768299,M7,P3,A5,49.616849698443986,515.37
1532768299,M2,P2,A3,0.1,238.73
1532768299,M1,P1,A6,7.344571698394991,456.67
1512869447,M6,P7,A8,0.1,1267.32
948377434,M6,P7,A8,0.1,1076.92
884974406,M7,P8,A2,0.1,264.34
884974406,M5,P7,A3,0.1,387.36
884974406,M7,P6,A8,136.3133378758827,925.74
884974406,M6,P7,A3,2.974555111218446,358.8
181481075,M7,P8,A2,13.226113913811659,240.82
181481075,M5,P7,A2,0.1,216.46
181481075,M5,P7,A3,2.0653279586455016,360.17
181481075,M1,P2,A6,40.30453537092387,492.08
181481075,M2,P2,A3,17.529059197599672,250.01
181481075,M4,P6,A2,0.1,119.94
667082606,M3,P2,A6,59.405943764322956,531.61
667082606,M2,P2,A3,21.470796280775467,255.32
667082606,M7,P4,A6,0.1,568.22
667082606,M6,P8,A4,31.192697565362906,474.13
667082606,M7,P7,A2,28.411302480125634,227.05
681245885,M4,P2,A6,33.23282706022634,474.76
681245885,M6,P7,A3,0.1,367.42
681245885,M2,P7,A4,8.222119939253185,543.31
681245885,M5,P7,A3,0.1,354.78
1420448038,M7,P8,A2,3.6548524448765,233.88
1609918273,M6,P7,A2,0.1,262.2
1129414532,M7,P8,A2,13.509693703960654,232.25
1129414532,M4,P1,A4,16.48378038406102,382.8
1129414532,M2,P7,A8,0.1,987.06
1129414532,M7,P5,A4,32.131335583231596,486.07
1129414532,M5,P7,A3,0.1,396.64
1129414532,M7,P6,A8,0.1,954.27
983511919,M4,P1,A8,0.1,678.64
983511919,M7,P8,A2,9.107471353452693,246.18
983511919,M6,P7,A2,17.935754026878616,246.65
93999387,M4,P5,A6,0.1,474.91
93999387,M2,P5,A5,0.19639870294750228,484.39
93999387,M5,P1,A6,0.1,489.87
93999387,M1,P6,A4,26.08704506972031,463.34
86721494,M4,P3,A2,0.1,752.39
86721494,M4,P4,A5,7.384962873839942,493.52
86721494,M5,P2,A3,69.4873566511696,382.64
914577445,M6,P7,A2,14.259863507238695,234.37
914577445,M3,P6,A3,19.276787610388816,346.93
914577445,M7,P8,A2,15.510930676088067,259.11
493225400,M6,P7,A3,0.1,434.52
493225400,M1,P4,A7,71.58311724142213,626.16
493225400,M3,P8,A2,15.73132497211789,259.03
1387870707,M3,P8,A7,20.771852647834248,537.51
1387870707,M8,P3,A7,0.8164777563778991,649.75
1387870707,M3,P2,A2,64.53048662959752,665.06
1768007320,M8,P3,A7,1.2339335954196762,618.73
1768007320,M6,P7,A3,0.35724849383603174,337.9
682175362,M4,P2,A8,0.1,660.25
682175362,M3,P8,A5,0.1,513.65
682175362,M3,P2,A6,9.332409103180625,485.72
682175362,M6,P7,A2,8.191651947515192,271.47
716333864,M5,P1,A3,0.1,272.01
1518496156,M6,P8,A4,11.799985244511351,518.68
1518496156,M3,P7,A2,12.093058093940412,260.71
1518496156,M5,P1,A3,17.71419440794162,222.44
1518496156,M3,P2,A2,4.4975915398408315,722.36
1526052310,M7,P7,A2,5.494432748722768,219.57
1552329627,M4,P5,A6,12.946732687039901,430.69
2119736137,M5,P1,A3,14.806838092068825,249.98
1049957077,M5,P1,A3,0.1,269.19
1049957077,M3,P4,A3,3.289447673756985,352.9
1049957077,M3,P7,A3,44.238293140314724,398.4
1049957077,M6,P8,A2,11.573203456883107,287.45
2085095598,M5,P1,A3,5.240427601805592,243.02
2085095598,M3,P4,A3,30.782951722091333,363.07
2085095598,M2,P5,A5,51.73941179388241,452.57
1702981488,M7,P8,A3,0.1,332.35
298849186,M5,P1,A3,0.1,268.55
298849186,M8,P8,A3,0.1,419.18
298849186,M3,P4,A3,0.1,336.82
785885811,M3,P4,A3,0.1,317.73
1899632537,M3,P4,A3,26.49863191919834,443.89
1956087376,M3,P4,A3,0.1,419.35
965747056,M6,P7,A2,14.857579737600133,278.47
375433943,M3,P4,A3,25.72657680423746,355.38
198602547,M1,P3,A4,1.5416373392497769,520.57
198602547,M2,P3,A4,29.070218876947422,416.53
1500425368,M6,P4,A5,0.1,588.7
1500425368,M8,P3,A7,29.68589559515723,598.58
1500425368,M3,P2,A6,6.709080287223334,430.69
812703523,M7,P8,A2,21.442462487770204,247.21
812703523,M6,P7,A8,0.1,1075.82
812703523,M3,P6,A7,10.993979591544303,595.19
557281359,M7,P1,A4,0.1,422.74
557281359,M7,P4,A6,0.1,521.9
557281359,M8,P6,A2,12.009781812963226,142.84
557281359,M4,P5,A6,31.75973449232329,531.18
557281359,M4,P5,A7,0.2991714844125204,702.3
669842633,M7,P8,A2,10.677683993688369,226.69
669842633,M6,P7,A2,25.79573009247227,259.44
669842633,M6,P7,A8,29.986092083220587,1097.05
669842633,M8,P3,A7,0.1,670.36
669842633,M6,P7,A2,4.064260345426206,235.76
1496586970,M3,P2,A6,29.810184440235567,493.75
510138020,M3,P6,A2,0.1,134.12
1640539314,M3,P6,A2,2.5564388848801705,148.33
1640539314,M4,P6,A2,0.6038018755524848,110.21
578601286,M7,P8,A2,0.34137294721989764,236.83
578601286,M6,P1,A6,34.71741962335155,554.08
1657325634,M3,P2,A6,0.1,516.68
974009501,M6,P1,A6,0.1,608.73
974009501,M3,P4,A1,85.59995936169098,707.53
974009501,M3,P2,A6,50.434750932755406,478.19
1087610567,M3,P2,A6,69.48679080228885,446.8
1087610567,M3,P4,A1,0.1,773.0
1087610567,M1,P3,A3,7.854167396997141,359.66
2033808105,M5,P1,A3,15.074452955336204,255.49
2033808105,M8,P6,A4,26.764550861288125,533.96
2033808105,M8,P6,A4,1.8721965542605785,511.82
787027023,M2,P7,A4,0.1,529.33
787027023,M5,P1,A3,0.1,263.03
787027023,M7,P1,A3,0.1,201.13
787027023,M7,P3,A5,20.365270918750856,437.58
787027023,M4,P7,A2,4.589023441044998,264.84
968888508,M3,P6,A2,11.76585316835704,129.91
968888508,M4,P4,A6,19.339430308242555,527.16
968888508,M7,P8,A2,1.4044829688022957,248.9
968888508,M2,P5,A4,37.39087977439163,489.35
993627238,M2,P7,A3,12.870284989837696,476.82
993627238,M8,P3,A7,53.41347735004222,604.95
993627238,M5,P1,A6,0.1,488.85
993627238,M6,P8,A7,0.1,647.03
993627238,M6,P7,A2,2.1167390314917354,241.26
2039669874,M7,P6,A3,5.63632178383763,381.7
2039669874,M5,P3,A6,0.1,448.62
1554928663,M6,P7,A2,4.700015068946889,262.52
1554928663,M7,P6,A3,28.443635086306934,339.28
1554928663,M5,P3,A6,66.68146828378886,442.43
1893703882,M4,P6,A2,7.771325723112981,117.15
1893703882,M7,P8,A2,0.1,261.43
1893703882,M6,P7,A2,13.778863817662529,242.61
1893703882,M5,P7,A2,0.1,274.17
1893703882,M3,P1,A3,0.1,246.93
2123952762,M5,P1,A5,0.1,578.39
2123952762,M5,P4,A7,62.057956650463225,592.33
2123952762,M5,P1,A3,0.1,288.13
2123952762,M8,P6,A4,0.1,473.12
2123952762,M6,P7,A2,20.412266909258044,232.68
129888044,M6,P1,A6,24.21513474128521,544.53
129888044,M4,P7,A2,0.1,255.61
129888044,M7,P8,A2,13.359258293505638,243.98
129888044,M4,P4,A4,11.764789738874597,505.73
129888044,M3,P4,A3,0.1,357.91
599558813,M3,P5,A5,14.102957563306855,475.68
2065568079,M5,P1,A3,19.763457790020205,270.11
2065568079,M4,P1,A3,0.1,248.5
2065568079,M5,P7,A2,0.1,271.31
2065568079,M3,P1,A3,5.326230983961029,267.7
263946060,M5,P1,A3,20.113415117803157,262.58
263946060,M6,P8,A2,0.1,249.07
263946060,M5,P4,A7,0.1,687.06
2040675613,M4,P6,A2,0.1,118.67
1351752178,M7,P6,A3,21.597207444506886,367.91
1351752178,M6,P8,A2,30.261269714363195,224.78
1351752178,M8,P6,A4,26.818244920040964,458.08
605460623,M5,P1,A3,13.00370968001914,252.29
605460623,M6,P7,A8,0.1,1231.71
605460623,M5,P1,A3,3.422705914510903,289.53
890097495,M8,P3,A7,26.444529125347504,548.87
890097495,M5,P1,A3,28.652821125356134,238.41
1862500127,M5,P1,A3,0.1,261.73
1862500127,M6,P1,A6,45.10639503424264,563.39
1862500127,M5,P1,A3,0.5084126967140954,231.94
1862500127,M6,P7,A2,1.6802996340072907,234.76
1862500127,M4,P5,A6,0.1,598.69
1642286127,M3,P4,A3,0.1,398.99
1642286127,M5,P1,A3,13.249578353364983,245.85
1503036007,M8,P3,A7,19.4033347880733,620.19
1503036007,M7,P6,A3,25.4452741950427,381.72
1503036007,M3,P2,A6,0.1,450.12
1503036007,M2,P7,A4,26.42116097545613,513.39
1503036007,M4,P7,A2,12.287509269674448,254.21
816161630,M3,P4,A3,6.0646418285498,416.02
2059440549,M6,P8,A2,21.865467530810943,225.55
2059440549,M3,P2,A6,8.79087813433199,489.17
2059440549,M6,P4,A2,51.16531962305672,754.41
2059440549,M7,P4,A4,15.152196833757433,566.9
1298768421,M1,P3,A3,0.1,402.52
1298768421,M3,P3,A7,13.971574263364653,611.11
624642536,M3,P4,A3,30.523627309223848,328.37
624642536,M6,P7,A2,0.1,238.33
624642536,M3,P7,A2,9.72949755601226,248.34
624642536,M7,P5,A5,6.5978453672741,501.42
624642536,M6,P4,A2,33.56894676780056,647.17
624642536,M6,P1,A6,19.688612912585416,512.03
479663745,M2,P2,A2,61.90562506817856,715.71
479663745,M2,P7,A4,10.795040657431624,523.22
479663745,M4,P1,A3,15.589798683007784,251.8
645870913,M5,P5,A5,0.1,514.13
645870913,M1,P3,A2,54.95691032378548,740.94
645870913,M4,P5,A6,15.050609637427485,477.52
645870913,M7,P5,A5,12.46513853344944,531.87
645870913,M8,P8,A5,18.67774278726617,539.71
645870913,M2,P2,A2,23.057513167436703,618.92
645870913,M7,P6,A3,0.1,400.09
1379594714,M3,P7,A4,46.08523194808691,599.87
1255680793,M8,P8,A5,9.918310460556388,581.48
1255680793,M2,P2,A2,0.1,717.81
1255680793,M7,P6,A3,3.398203545330924,422.72
416247133,M3,P7,A4,53.87214055237624,607.68
416247133,M2,P3,A2,74.20136252556907,855.63
1243427723,M7,P7,A2,29.202186887685592,224.64
1243427723,M2,P7,A3,0.1,362.26
455835580,M5,P1,A3,0.1,232.51
455835580,M5,P1,A3,27.520397228896908,279.87
1160034956,M7,P1,A3,6.0946278024728375,273.22
1160034956,M7,P6,A3,23.321591317020932,439.92
1160034956,M2,P7,A3,14.217606530976482,401.39
716318541,M7,P6,A3,10.664919592233572,326.45
716318541,M6,P8,A4,0.1,530.45
716318541,M8,P3,A7,0.1,688.94
54592348,M7,P4,A6,15.383597119710156,482.25
54592348,M3,P1,A5,46.14570443808329,516.46
1340869665,M2,P7,A4,0.1,432.99
1665367137,M6,P1,A6,15.908629014434034,456.27
2022841107,M5,P1,A3,0.1,248.15
2022841107,M2,P7,A4,58.65655383151288,488.44
2022841107,M6,P1,A6,0.1,461.34
2022841107,M7,P7,A2,0.7745943182134487,234.83
2022841107,M5,P1,A3,15.72270165999136,237.77
304555930,M8,P6,A6,0.1,605.76
304555930,M1,P2,A1,123.07978097163856,1396.17
304555930,M3,P2,A6,0.1,469.3
1062633514,M5,P1,A3,22.379916585432902,304.46
1062633514,M5,P1,A3,0.1,247.92
1714075620,M7,P8,A2,23.271241179051863,255.03
577767549,M6,P1,A6,0.1,460.69
577767549,M1,P3,A3,0.1,383.58
928792434,M6,P8,A2,5.8587826326565295,244.1
928792434,M8,P6,A4,0.1,502.06
2079955307,M6,P8,A2,14.533846850454545,249.73
2079955307,M3,P3,A7,39.31154510320087,661.68
1473736622,M1,P7,A4,11.60870887027642,491.42
1473736622,M6,P7,A8,0.1,985.98
172623954,M1,P3,A3,15.062007047846288,402.1
172623954,M5,P8,A7,38.64220864309259,559.32
172623954,M4,P3,A2,0.8008439869396031,651.46
451688643,M1,P3,A3,7.305505645217726,345.0
451688643,M5,P7,A2,11.35748335436158,279.69
1626983884,M6,P7,A2,16.853152255605657,258.86
2077728192,M1,P3,A4,0.1,449.1
2077728192,M2,P3,A4,42.590317764749805,497.19
2109979899,M3,P6,A2,6.5456522709192555,120.8
1742530113,M4,P6,A2,0.1,137.63
668794548,M6,P7,A2,21.566290192292442,236.55
49,M3,P6,A2,12.536395731489126,132.9
1515168250,M2,P2,A3,4.807423585602464,239.97
1515168250,M7,P4,A1,6.071108137775332,725.67
832254304,M8,P6,A2,10.395491622261222,126.7
832254304,M2,P3,A7,1.2316973491690724,594.28
832254304,M6,P3,A7,3.966935400122509,630.92
832254304,M6,P3,A3,0.1,394.43
1958549979,M4,P7,A2,9.927450476056638,234.25
1958549979,M4,P3,A2,101.91082752775053,882.71
1958549979,M6,P7,A2,14.472571997717798,266.7
1858645348,M2,P3,A7,11.35597583233768,620.01
1858645348,M2,P5,A3,0.1,393.7
1928877455,M8,P7,A3,6.442826264464144,374.59
546061983,M5,P1,A4,0.1,396.82
546061983,M4,P2,A7,24.34488292018282,588.29
546061983,M8,P6,A2,5.152860509655818,125.2
546061983,M2,P8,A5,6.615197190049924,503.54
649969603,M3,P1,A8,46.39345388963296,529.3
649969603,M4,P3,A5,1.760917025629658,544.1
1692504679,M2,P8,A5,14.783007502010332,493.0
1692504679,M5,P1,A4,3.1847430731568735,414.94
1692504679,M5,P1,A4,0.1,422.06
1692504679,M5,P7,A7,0.1,580.28
1692504679,M2,P8,A5,20.973718950856572,476.62
1287751077,M6,P1,A6,11.726833349929214,503.48
1287751077,M3,P7,A3,21.829496480584655,451.19
1287751077,M8,P6,A2,1.6161856787295756,139.82
1795078260,M2,P6,A5,13.299666174653101,473.23
1603429820,M8,P7,A3,0.1,383.72
1603429820,M5,P1,A4,0.1,379.47
1603429820,M5,P5,A8,0.1,904.55
1061884657,M6,P8,A2,6.155315864846066,226.49
1033010603,M5,P1,A3,5.139441348498245,214.34
1033010603,M3,P2,A6,19.678325229127353,545.13
569991608,M8,P6,A2,17.4278469645334,117.96
569991608,M6,P7,A2,4.509783928345569,266.94
569991608,M7,P1,A6,33.27700165343853,514.71
50,M4,P6,A2,5.183788827111565,131.54
1055344283,M1,P6,A7,16.773444119010815,584.75
1055344283,M5,P1,A4,8.258113592902884,407.79
1521450323,M6,P8,A2,11.214935143810221,246.22
1521450323,M5,P1,A4,8.698878639514295,424.75
1521450323,M8,P6,A2,5.3662687761178045,140.94
693815519,M8,P6,A2,12.02905341270436,142.21
693815519,M1,P5,A7,32.88379982282983,625.3
693815519,M7,P1,A3,11.259722463406261,233.77
693815519,M4,P1,A3,20.852734933324392,258.88
693815519,M3,P7,A3,56.03855712584786,353.32
1975408693,M3,P2,A8,0.1,628.92
377058104,M3,P6,A6,0.1,618.72
377058104,M3,P1,A8,0.1,651.49
377058104,M5,P1,A4,26.309564247845174,400.25
377058104,M4,P3,A5,33.75414104364665,464.05
810443929,M5,P1,A4,0.1,384.7
810443929,M7,P4,A4,30.353324342542578,411.28
1114087907,M6,P4,A2,31.91660473861731,770.51
1114087907,M8,P7,A3,14.11448733426092,336.92
1212369745,M3,P7,A2,6.279740956487478,272.88
1212369745,M2,P6,A7,23.992967614895807,663.94
1212369745,M5,P2,A2,85.63331703760608,744.75
242505324,M4,P5,A5,16.3438470754108,494.08
242505324,M2,P5,A5,26.62875923868895,530.33
242505324,M5,P2,A2,0.1,778.77
242505324,M5,P1,A4,9.220491319064417,375.59
242505324,M8,P6,A2,0.1,119.92
242505324,M7,P1,A4,17.21298371333408,348.41
682761544,M1,P7,A6,0.1,709.11
290773236,M5,P4,A5,0.1,456.26
1495123395,M2,P5,A3,2.7205912069926512,338.5
1495123395,M6,P7,A2,8.98730900770023,255.1
25450184,M2,P4,A6,0.1,466.85
25450184,M4,P4,A5,0.1,478.17
25450184,M4,P4,A6,21.600846112504367,475.57
2006899191,M7,P8,A3,19.62711356256847,391.36
2006899191,M5,P1,A4,0.1,395.12
2006899191,M5,P6,A6,0.1,617.76
2006899191,M4,P4,A6,12.002081545865508,543.49
2875946,M6,P8,A2,25.979581517004757,271.75
2875946,M5,P1,A4,0.1,397.72
2875946,M4,P1,A6,7.853392127867774,450.44
1185108838,M7,P8,A2,2.1852940012163184,234.0
1185108838,M6,P1,A6,0.1,497.65
1185108838,M4,P3,A2,56.14890617887404,718.24
1185108838,M8,P6,A4,12.26755429331325,520.28
1989260900,M3,P7,A3,10.343028531616259,396.44
1989260900,M2,P7,A3,24.547578949331804,401.18
360560271,M3,P1,A8,9.932162250340955,622.09
360560271,M7,P8,A2,26.39998086598235,237.4
360560271,M1,P1,A4,52.98926654691224,450.79
360560271,M7,P1,A3,23.278602503823265,237.8
360560271,M8,P1,A8,0.1,638.07
1584482177,M5,P1,A4,0.1,338.32
1848792277,M3,P2,A4,0.1,316.54
1848792277,M7,P8,A2,0.1,242.68
1848792277,M5,P8,A2,0.1,238.25
1848792277,M7,P1,A3,0.1,263.0
1848792277,M7,P4,A6,22.646801881112076,423.49
453966363,M2,P5,A3,21.664666618763647,387.58
453966363,M2,P8,A5,24.439931096318332,561.54
453966363,M3,P4,A5,61.19292058225915,524.62
1846275489,M5,P1,A4,12.125437211513692,408.11
1846275489,M8,P6,A2,0.1,127.49
1846275489,M1,P1,A4,12.023041852483411,349.2
1846275489,M6,P8,A2,13.937568126838833,244.48
1846275489,M7,P1,A6,18.332004782238094,497.38
2100133891,M1,P5,A3,40.323104951333164,439.89
1817807319,M6,P4,A1,14.838412834297493,979.15
1817807319,M7,P8,A3,9.38417811957688,385.21
1586365125,M3,P2,A6,0.1,514.18
1586365125,M5,P1,A4,0.1,433.27
1150645043,M6,P3,A5,8.452173225647552,489.64
1150645043,M2,P7,A3,0.1,369.76
1623310131,M7,P1,A6,34.746420348386245,434.83
1352462599,M4,P2,A4,0.1,292.71
851536652,M5,P1,A4,0.1,396.05
851536652,M2,P8,A5,0.1,525.16
851536652,M5,P1,A4,50.319644192179275,344.53
851536652,M8,P6,A2,2.1995310950251437,147.28
860505562,M8,P6,A2,0.1,126.55
860505562,M4,P8,A6,0.1,679.53
860505562,M8,P2,A3,11.781334762911372,440.05
860505562,M5,P5,A4,0.1,467.96
1118976178,M3,P6,A6,51.22021792522135,705.58
1118976178,M1,P1,A4,25.095395782078988,384.09
1118976178,M6,P8,A7,76.44902247146004,564.33
1118976178,M5,P2,A3,8.880811199025032,379.17
1118976178,M1,P7,A4,0.1,475.4
606014410,M4,P2,A4,2.94508235524647,420.17
292266124,M7,P1,A6,16.81058481894313,506.57
292266124,M3,P7,A4,0.1,469.43
2034900696,M4,P2,A4,0.1,443.51
2034900696,M7,P1,A4,39.527975616297894,346.87
2049570789,M6,P8,A6,6.065218017186408,670.59
2049570789,M8,P2,A4,6.9806890245084965,380.97
2049570789,M2,P7,A3,0.1,357.0
2049570789,M6,P3,A5,34.31098880558015,529.67
677826953,M7,P6,A1,29.727735270799283,768.62
677826953,M5,P1,A4,23.258893108258366,359.74
677826953,M2,P8,A5,4.647467889927305,515.12
677826953,M1,P6,A6,9.231982446527807,678.77
2107412824,M5,P1,A4,4.723626939270334,407.71
2107412824,M2,P8,A5,51.47609952771229,492.37
2107412824,M5,P1,A4,26.432207668739785,372.64
2107412824,M5,P7,A7,16.848718504084015,566.9
2107412824,M2,P8,A5,0.1,423.78
1229863546,M5,P5,A3,6.702332892965597,398.47
1229863546,M4,P4,A6,0.1,569.91
1229863546,M6,P1,A2,22.650505969900472,708.15
1229863546,M7,P1,A6,2.62401607948857,423.73
1229863546,M6,P7,A4,0.1,514.96
383989368,M3,P2,A7,22.231421862192164,638.39
1229182036,M5,P5,A5,56.0358077049718,492.48
1229182036,M7,P1,A6,0.1,502.87
461835885,M5,P3,A6,40.1465867491898,470.7
461835885,M8,P1,A3,4.2246769514368525,257.37
279621211,M6,P1,A6,21.87396008264806,472.25
279621211,M5,P3,A3,7.056302720404927,354.5
886055641,M3,P1,A8,26.205971692925548,583.79
886055641,M5,P5,A4,0.1,455.59
1540727908,M6,P3,A6,24.105666929588804,507.8
1540727908,M6,P7,A5,29.448517663125248,424.34
1521692715,M6,P1,A6,7.069378698250554,477.6
1521692715,M4,P1,A8,0.1,621.78
1521692715,M5,P5,A4,42.36491231649843,471.25
85747682,M6,P3,A7,26.36244944501242,585.48
85747682,M4,P1,A3,10.959433954591354,272.01
73634867,M2,P8,A7,17.93794428842261,642.48
1079012168,M6,P7,A4,29.33250726915056,481.13
1505445684,M7,P6,A2,0.6662711507963686,131.54
1505445684,M2,P8,A2,2.1114955626097593,259.83
1505445684,M3,P1,A8,5.069766813469832,623.14
568517273,M2,P4,A6,0.1,501.46
568517273,M2,P7,A3,0.1,399.41
568517273,M8,P6,A2,12.892598841887953,123.4
2106562359,M6,P8,A2,0.1,265.1
1495578326,M8,P6,A2,1.4733596182076596,115.05
1495578326,M2,P4,A6,0.1,486.58
1242494137,M3,P1,A3,12.218848851525493,270.13
1242494137,M3,P4,A6,0.1,390.05
1242494137,M1,P2,A4,19.845524251673226,401.61
1853374740,M1,P4,A2,16.59566699779826,719.06
1853374740,M2,P2,A6,23.654841279972786,511.1
1164821443,M8,P2,A3,25.767376917813444,396.86
1164821443,M1,P8,A7,12.883738749844518,706.98
1164821443,M1,P8,A7,2.5001954409527842,579.64
1164821443,M4,P7,A7,0.1,644.24
1164821443,M5,P7,A7,22.55805650273422,554.62
2010122549,M4,P6,A3,23.9944300713849,346.9
2010122549,M2,P7,A3,1.4841697059649066,369.27
2010122549,M8,P6,A2,7.80275096027999,119.19
556107972,M7,P1,A6,35.38455065114145,442.46
556107972,M5,P1,A4,8.627437788045189,393.69
556107972,M8,P3,A3,2.3875475389191356,365.58
588795121,M5,P7,A7,0.1,652.19
10277503,M8,P6,A2,8.79925826762042,116.77
10277503,M8,P3,A3,17.13544482513128,323.49
10277503,M2,P8,A5,5.1872962900718225,490.91
1059761222,M7,P1,A4,16.704412911873348,408.56
1059761222,M7,P8,A2,8.009552459646018,281.49
1059761222,M2,P7,A3,28.36347908373146,384.09
1279075725,M6,P8,A7,17.668031814649346,655.15
1279075725,M6,P1,A6,0.1,536.09
1279075725,M1,P8,A3,0.1,353.8
1780829407,M8,P6,A2,6.507353607907772,123.79
1780829407,M3,P4,A3,7.286268310765362,308.79
1780829407,M5,P1,A4,14.238269696029148,376.88
1780829407,M2,P8,A5,79.13099841791592,502.12
1780829407,M7,P1,A6,4.8393359683323425,533.97
224237227,M4,P1,A4,0.1,382.65
224237227,M7,P8,A7,37.579701287795764,567.47
224237227,M4,P1,A4,33.48293603722772,361.39
224237227,M3,P4,A3,51.27837839580118,350.3
224237227,M5,P7,A3,10.89486897909876,376.81
802000394,M7,P8,A7,17.544554330687625,569.6
802000394,M5,P1,A4,42.26465267535918,437.15
802000394,M2,P8,A5,58.24107866613698,468.61
802000394,M2,P4,A6,8.383875333319867,481.81
802000394,M5,P1,A6,28.845966602491572,526.28
1457890623,M4,P1,A4,8.649165506042637,378.18
1457890623,M4,P1,A4,3.5950127673898695,377.84
1457890623,M7,P8,A7,100.02312716413228,578.11
1457890623,M7,P1,A6,0.1,429.84
1870131584,M3,P4,A6,22.977035107335837,485.97
1870131584,M4,P7,A6,11.745754814461552,600.02
1870131584,M7,P7,A2,0.1,262.14
1934036030,M7,P1,A6,0.1,484.66
1934036030,M6,P8,A1,19.34142038876262,772.06
1934036030,M6,P8,A2,0.5468751252667139,256.03
1837807837,M2,P7,A3,17.292452626353374,378.19
1837807837,M2,P8,A5,71.39883181492135,503.35
1837807837,M3,P4,A3,0.1,338.9
1837807837,M4,P5,A5,30.01318271817701,466.63
808057357,M8,P6,A2,0.1,114.4
