SalesID, Manufacturer, Product, Application, StorageTime, Price, Cost, StorageCost
14271724,M4,P2,A8,0.1,629.92,500.0,0.06431759621871157
14271724,M5,P3,A5,0.1,421.99,400.0,0.04931363863128187
14271724,M6,P5,A6,25.298561233085998,621.92,500.0,0.028317335941088408
1981945169,M1,P4,A4,0.1,515.31,400.0,0.029160741011400995
1981945169,M8,P1,A6,23.316649741462065,549.19,400.0,0.022000000245859335
1981945169,M5,P7,A2,19.81694228688785,219.15,200.0,0.023391238563940764
1981945169,M3,P6,A2,5.1733878855012385,120.52,100.0,0.01574691039476669
1981945169,M5,P1,A3,18.419474171656617,255.95,200.0,0.016549705692606085
1925208119,M3,P7,A4,0.1,527.26,400.0,0.04493018128600413
1925208119,M8,P1,A6,15.844389493430503,528.01,400.0,0.022000000245859335
1925208119,M6,P7,A3,0.1,373.99,300.0,0.007578986962323716
1925208119,M3,P4,A3,35.97288397397946,376.55,300.0,0.04653408337935004
1925208119,M1,P8,A7,33.158983015648055,653.24,500.0,0.055606065346661106
1423902753,M7,P8,A2,6.350275942754189,248.25,200.0,0.024684633155001964
1423902753,M5,P7,A2,0.1,242.97,200.0,0.023391238563940764
1685025304,M4,P3,A3,19.060427704913884,362.85,300.0,0.029366748266718427
764697605,M7,P6,A3,9.85343175036544,416.64,300.0,0.045114681914190255
764697605,M3,P4,A3,0.1,379.27,300.0,0.04653408337935004
443209017,M6,P7,A2,2.6666889415389585,252.55,200.0,0.02509949008401813
443209017,M6,P8,A7,10.492876739285657,636.79,500.0,0.05636154269433289
443209017,M3,P2,A4,0.1,365.81,300.0,0.042159543800517764
443209017,M2,P5,A6,0.1,449.92,400.0,0.03565603044113194
443209017,M7,P7,A2,0.7944797378631507,286.02,200.0,0.03038070168699342
443209017,M7,P1,A3,9.788982780897935,256.53,200.0,0.02893678208386867
443209017,M6,P8,A4,0.1,458.13,400.0,0.0422313360958015
443209017,M3,P7,A2,11.889749936316608,246.53,200.0,0.029869406982404156
368237847,M3,P2,A2,34.14860554088441,725.92,600.0,0.0598153119073722
1858292559,M6,P8,A2,3.2219634135304833,263.71,200.0,0.025746131797615132
1858292559,M6,P7,A3,28.767537259685366,345.45,300.0,0.007578986962323716
1858292559,M8,P4,A3,32.104929328839674,390.86,300.0,0.02862178388220346
947839620,M6,P8,A2,0.1,277.75,200.0,0.025746131797615132
947839620,M6,P1,A6,13.315779308448644,451.88,400.0,0.024875219788930415
1426958573,M8,P3,A5,19.916244972592295,477.18,400.0,0.03879851858885099
1426958573,M5,P7,A2,18.952005353166484,255.37,200.0,0.023391238563940764
1426958573,M7,P4,A6,0.1,464.6,400.0,0.036042327510638586
1426958573,M6,P8,A4,23.797882994736643,566.93,400.0,0.0422313360958015
1426958573,M7,P7,A2,16.103510405627965,261.85,200.0,0.03038070168699342
1426958573,M8,P2,A3,0.1,339.39,300.0,0.025944220473187965
1426958573,M2,P2,A3,25.101787007227728,261.62,200.0,0.020303007145585913
1426958573,M7,P4,A6,0.1,465.53,400.0,0.036042327510638586
1426958573,M7,P8,A3,1.0913624626048946,395.3,300.0,0.03318283511470618
668920504,M8,P4,A3,0.1,367.54,300.0,0.02862178388220346
668920504,M5,P7,A2,3.024519766302385,254.32,200.0,0.023391238563940764
668920504,M5,P7,A3,18.800406194701615,356.51,300.0,0.014724293836784445
668920504,M2,P5,A5,19.0372171447971,498.25,400.0,0.037244784903108626
668920504,M5,P1,A3,0.1,249.07,200.0,0.016549705692606085
165100705,M6,P5,A6,0.1,674.71,500.0,0.028317335941088408
165100705,M5,P7,A3,4.109684460689948,338.39,300.0,0.014724293836784445
165100705,M4,P6,A5,17.284907837032392,492.09,400.0,0.021319593611190443
1747212228,M6,P5,A6,44.57343672587023,623.87,500.0,0.028317335941088408
1747212228,M3,P4,A3,38.94244331330533,416.28,300.0,0.04653408337935004
1747212228,M7,P5,A4,9.6000143011332,484.82,400.0,0.035097598055994446
1747212228,M2,P2,A3,0.1,235.28,200.0,0.020303007145585913
1532768299,M7,P8,A2,0.1,224.81,200.0,0.024684633155001964
1532768299,M5,P7,A3,18.82981376202816,385.69,300.0,0.014724293836784445
1532768299,M3,P4,A3,2.8037652139432456,383.27,300.0,0.04653408337935004
1532768299,M5,P5,A3,0.1,414.63,300.0,0.02666446193326279
1532768299,M7,P3,A5,49.616849698443986,515.37,400.0,0.029013779306399014
1532768299,M2,P2,A3,0.1,238.73,200.0,0.020303007145585913
1532768299,M1,P1,A6,7.344571698394991,456.67,400.0,0.045608161345595734
1512869447,M6,P7,A8,0.1,1267.32,900.0,0.09840916478842815
948377434,M6,P7,A8,0.1,1076.92,900.0,0.09840916478842815
884974406,M7,P8,A2,0.1,264.34,200.0,0.024684633155001964
884974406,M5,P7,A3,0.1,387.36,300.0,0.014724293836784445
884974406,M7,P6,A8,136.3133378758827,925.74,700.0,0.1281906777219856
884974406,M6,P7,A3,2.974555111218446,358.8,300.0,0.007578986962323716
181481075,M7,P8,A2,13.226113913811659,240.82,200.0,0.024684633155001964
181481075,M5,P7,A2,0.1,216.46,200.0,0.023391238563940764
181481075,M5,P7,A3,2.0653279586455016,360.17,300.0,0.014724293836784445
181481075,M1,P2,A6,40.30453537092387,492.08,400.0,0.04236262435415954
181481075,M2,P2,A3,17.529059197599672,250.01,200.0,0.020303007145585913
181481075,M4,P6,A2,0.1,119.94,100.0,0.007059918081221228
667082606,M3,P2,A6,59.405943764322956,531.61,400.0,0.03746302502892343
667082606,M2,P2,A3,21.470796280775467,255.32,200.0,0.020303007145585913
667082606,M7,P4,A6,0.1,568.22,400.0,0.036042327510638586
667082606,M6,P8,A4,31.192697565362906,474.13,400.0,0.0422313360958015
667082606,M7,P7,A2,28.411302480125634,227.05,200.0,0.03038070168699342
681245885,M4,P2,A6,33.23282706022634,474.76,400.0,0.019706870504433253
681245885,M6,P7,A3,0.1,367.42,300.0,0.007578986962323716
681245885,M2,P7,A4,8.222119939253185,543.31,400.0,0.04303378213034439
681245885,M5,P7,A3,0.1,354.78,300.0,0.014724293836784445
1420448038,M7,P8,A2,3.6548524448765,233.88,200.0,0.024684633155001964
1609918273,M6,P7,A2,0.1,262.2,200.0,0.02509949008401813
1129414532,M7,P8,A2,13.509693703960654,232.25,200.0,0.024684633155001964
1129414532,M4,P1,A4,16.48378038406102,382.8,300.0,0.016574062308344885
1129414532,M2,P7,A8,0.1,987.06,800.0,0.08073600850194362
1129414532,M7,P5,A4,32.131335583231596,486.07,400.0,0.035097598055994446
1129414532,M5,P7,A3,0.1,396.64,300.0,0.014724293836784445
1129414532,M7,P6,A8,0.1,954.27,700.0,0.1281906777219856
983511919,M4,P1,A8,0.1,678.64,500.0,0.045705364306644757
983511919,M7,P8,A2,9.107471353452693,246.18,200.0,0.024684633155001964
983511919,M6,P7,A2,17.935754026878616,246.65,200.0,0.02509949008401813
93999387,M4,P5,A6,0.1,474.91,400.0,0.02838920174162361
93999387,M2,P5,A5,0.19639870294750228,484.39,400.0,0.037244784903108626
93999387,M5,P1,A6,0.1,489.87,400.0,0.04439272208928763
93999387,M1,P6,A4,26.08704506972031,463.34,400.0,0.03235032794264368
86721494,M4,P3,A2,0.1,752.39,600.0,0.10500767465103732
86721494,M4,P4,A5,7.384962873839942,493.52,400.0,0.028909227143140218
86721494,M5,P2,A3,69.4873566511696,382.64,300.0,0.024189180315642468
914577445,M6,P7,A2,14.259863507238695,234.37,200.0,0.02509949008401813
914577445,M3,P6,A3,19.276787610388816,346.93,300.0,0.011659570598380431
914577445,M7,P8,A2,15.510930676088067,259.11,200.0,0.024684633155001964
493225400,M6,P7,A3,0.1,434.52,300.0,0.007578986962323716
493225400,M1,P4,A7,71.58311724142213,626.16,500.0,0.046821575672158715
493225400,M3,P8,A2,15.73132497211789,259.03,200.0,0.010237099861396896
1387870707,M3,P8,A7,20.771852647834248,537.51,500.0,0.09676268665381059
1387870707,M8,P3,A7,0.8164777563778991,649.75,500.0,0.014072249128791353
1387870707,M3,P2,A2,64.53048662959752,665.06,600.0,0.0598153119073722
1768007320,M8,P3,A7,1.2339335954196762,618.73,500.0,0.014072249128791353
1768007320,M6,P7,A3,0.35724849383603174,337.9,300.0,0.007578986962323716
682175362,M4,P2,A8,0.1,660.25,500.0,0.06431759621871157
682175362,M3,P8,A5,0.1,513.65,400.0,0.0360119073753445
682175362,M3,P2,A6,9.332409103180625,485.72,400.0,0.03746302502892343
682175362,M6,P7,A2,8.191651947515192,271.47,200.0,0.02509949008401813
716333864,M5,P1,A3,0.1,272.01,200.0,0.016549705692606085
1518496156,M6,P8,A4,11.799985244511351,518.68,400.0,0.0422313360958015
1518496156,M3,P7,A2,12.093058093940412,260.71,200.0,0.029869406982404156
1518496156,M5,P1,A3,17.71419440794162,222.44,200.0,0.016549705692606085
1518496156,M3,P2,A2,4.4975915398408315,722.36,600.0,0.0598153119073722
1526052310,M7,P7,A2,5.494432748722768,219.57,200.0,0.03038070168699342
1552329627,M4,P5,A6,12.946732687039901,430.69,400.0,0.02838920174162361
2119736137,M5,P1,A3,14.806838092068825,249.98,200.0,0.016549705692606085
1049957077,M5,P1,A3,0.1,269.19,200.0,0.016549705692606085
1049957077,M3,P4,A3,3.289447673756985,352.9,300.0,0.04653408337935004
1049957077,M3,P7,A3,44.238293140314724,398.4,300.0,0.03977282349978296
1049957077,M6,P8,A2,11.573203456883107,287.45,200.0,0.025746131797615132
2085095598,M5,P1,A3,5.240427601805592,243.02,200.0,0.016549705692606085
2085095598,M3,P4,A3,30.782951722091333,363.07,300.0,0.04653408337935004
2085095598,M2,P5,A5,51.73941179388241,452.57,400.0,0.037244784903108626
1702981488,M7,P8,A3,0.1,332.35,300.0,0.03318283511470618
298849186,M5,P1,A3,0.1,268.55,200.0,0.016549705692606085
298849186,M8,P8,A3,0.1,419.18,300.0,0.03098158229848377
298849186,M3,P4,A3,0.1,336.82,300.0,0.04653408337935004
785885811,M3,P4,A3,0.1,317.73,300.0,0.04653408337935004
1899632537,M3,P4,A3,26.49863191919834,443.89,300.0,0.04653408337935004
1956087376,M3,P4,A3,0.1,419.35,300.0,0.04653408337935004
965747056,M6,P7,A2,14.857579737600133,278.47,200.0,0.02509949008401813
375433943,M3,P4,A3,25.72657680423746,355.38,300.0,0.04653408337935004
198602547,M1,P3,A4,1.5416373392497769,520.57,400.0,0.01321152318789235
198602547,M2,P3,A4,29.070218876947422,416.53,400.0,0.042308573575426334
1500425368,M6,P4,A5,0.1,588.7,400.0,0.029296882436881194
1500425368,M8,P3,A7,29.68589559515723,598.58,500.0,0.014072249128791353
1500425368,M3,P2,A6,6.709080287223334,430.69,400.0,0.03746302502892343
812703523,M7,P8,A2,21.442462487770204,247.21,200.0,0.024684633155001964
812703523,M6,P7,A8,0.1,1075.82,900.0,0.09840916478842815
812703523,M3,P6,A7,10.993979591544303,595.19,500.0,0.09691176224027184
557281359,M7,P1,A4,0.1,422.74,300.0,0.04882656829110967
557281359,M7,P4,A6,0.1,521.9,400.0,0.036042327510638586
557281359,M8,P6,A2,12.009781812963226,142.84,100.0,0.009095226526055496
557281359,M4,P5,A6,31.75973449232329,531.18,400.0,0.02838920174162361
557281359,M4,P5,A7,0.2991714844125204,702.3,500.0,0.06976002725741831
669842633,M7,P8,A2,10.677683993688369,226.69,200.0,0.024684633155001964
669842633,M6,P7,A2,25.79573009247227,259.44,200.0,0.02509949008401813
669842633,M6,P7,A8,29.986092083220587,1097.05,900.0,0.09840916478842815
669842633,M8,P3,A7,0.1,670.36,500.0,0.014072249128791353
669842633,M6,P7,A2,4.064260345426206,235.76,200.0,0.02509949008401813
1496586970,M3,P2,A6,29.810184440235567,493.75,400.0,0.03746302502892343
510138020,M3,P6,A2,0.1,134.12,100.0,0.01574691039476669
1640539314,M3,P6,A2,2.5564388848801705,148.33,100.0,0.01574691039476669
1640539314,M4,P6,A2,0.6038018755524848,110.21,100.0,0.007059918081221228
578601286,M7,P8,A2,0.34137294721989764,236.83,200.0,0.024684633155001964
578601286,M6,P1,A6,34.71741962335155,554.08,400.0,0.024875219788930415
1657325634,M3,P2,A6,0.1,516.68,400.0,0.03746302502892343
974009501,M6,P1,A6,0.1,608.73,400.0,0.024875219788930415
974009501,M3,P4,A1,85.59995936169098,707.53,600.0,0.04553610989506087
974009501,M3,P2,A6,50.434750932755406,478.19,400.0,0.03746302502892343
1087610567,M3,P2,A6,69.48679080228885,446.8,400.0,0.03746302502892343
1087610567,M3,P4,A1,0.1,773.0,600.0,0.04553610989506087
1087610567,M1,P3,A3,7.854167396997141,359.66,300.0,0.02600449690877489
2033808105,M5,P1,A3,15.074452955336204,255.49,200.0,0.016549705692606085
2033808105,M8,P6,A4,26.764550861288125,533.96,400.0,0.05039237586885482
2033808105,M8,P6,A4,1.8721965542605785,511.82,400.0,0.05039237586885482
787027023,M2,P7,A4,0.1,529.33,400.0,0.04303378213034439
787027023,M5,P1,A3,0.1,263.03,200.0,0.016549705692606085
787027023,M7,P1,A3,0.1,201.13,200.0,0.02893678208386867
787027023,M7,P3,A5,20.365270918750856,437.58,400.0,0.029013779306399014
787027023,M4,P7,A2,4.589023441044998,264.84,200.0,0.01503626824104163
968888508,M3,P6,A2,11.76585316835704,129.91,100.0,0.01574691039476669
968888508,M4,P4,A6,19.339430308242555,527.16,400.0,0.08761606665985433
968888508,M7,P8,A2,1.4044829688022957,248.9,200.0,0.024684633155001964
968888508,M2,P5,A4,37.39087977439163,489.35,400.0,0.045668134585730796
993627238,M2,P7,A3,12.870284989837696,476.82,300.0,0.028516287897740304
993627238,M8,P3,A7,53.41347735004222,604.95,500.0,0.014072249128791353
993627238,M5,P1,A6,0.1,488.85,400.0,0.04439272208928763
993627238,M6,P8,A7,0.1,647.03,500.0,0.05636154269433289
993627238,M6,P7,A2,2.1167390314917354,241.26,200.0,0.02509949008401813
2039669874,M7,P6,A3,5.63632178383763,381.7,300.0,0.045114681914190255
2039669874,M5,P3,A6,0.1,448.62,400.0,0.03614943059811897
1554928663,M6,P7,A2,4.700015068946889,262.52,200.0,0.02509949008401813
1554928663,M7,P6,A3,28.443635086306934,339.28,300.0,0.045114681914190255
1554928663,M5,P3,A6,66.68146828378886,442.43,400.0,0.03614943059811897
1893703882,M4,P6,A2,7.771325723112981,117.15,100.0,0.007059918081221228
1893703882,M7,P8,A2,0.1,261.43,200.0,0.024684633155001964
1893703882,M6,P7,A2,13.778863817662529,242.61,200.0,0.02509949008401813
1893703882,M5,P7,A2,0.1,274.17,200.0,0.023391238563940764
1893703882,M3,P1,A3,0.1,246.93,200.0,0.013773223766061582
2123952762,M5,P1,A5,0.1,578.39,400.0,0.03461554020469954
2123952762,M5,P4,A7,62.057956650463225,592.33,500.0,0.04073366856775404
2123952762,M5,P1,A3,0.1,288.13,200.0,0.016549705692606085
2123952762,M8,P6,A4,0.1,473.12,400.0,0.05039237586885482
2123952762,M6,P7,A2,20.412266909258044,232.68,200.0,0.02509949008401813
129888044,M6,P1,A6,24.21513474128521,544.53,400.0,0.024875219788930415
129888044,M4,P7,A2,0.1,255.61,200.0,0.01503626824104163
129888044,M7,P8,A2,13.359258293505638,243.98,200.0,0.024684633155001964
129888044,M4,P4,A4,11.764789738874597,505.73,400.0,0.043741013004888016
129888044,M3,P4,A3,0.1,357.91,300.0,0.04653408337935004
599558813,M3,P5,A5,14.102957563306855,475.68,400.0,0.04359053118631073
2065568079,M5,P1,A3,19.763457790020205,270.11,200.0,0.016549705692606085
2065568079,M4,P1,A3,0.1,248.5,200.0,0.02165693490307608
2065568079,M5,P7,A2,0.1,271.31,200.0,0.023391238563940764
2065568079,M3,P1,A3,5.326230983961029,267.7,200.0,0.013773223766061582
263946060,M5,P1,A3,20.113415117803157,262.58,200.0,0.016549705692606085
263946060,M6,P8,A2,0.1,249.07,200.0,0.025746131797615132
263946060,M5,P4,A7,0.1,687.06,500.0,0.04073366856775404
2040675613,M4,P6,A2,0.1,118.67,100.0,0.007059918081221228
1351752178,M7,P6,A3,21.597207444506886,367.91,300.0,0.045114681914190255
1351752178,M6,P8,A2,30.261269714363195,224.78,200.0,0.025746131797615132
1351752178,M8,P6,A4,26.818244920040964,458.08,400.0,0.05039237586885482
605460623,M5,P1,A3,13.00370968001914,252.29,200.0,0.016549705692606085
605460623,M6,P7,A8,0.1,1231.71,900.0,0.09840916478842815
605460623,M5,P1,A3,3.422705914510903,289.53,200.0,0.016549705692606085
890097495,M8,P3,A7,26.444529125347504,548.87,500.0,0.014072249128791353
890097495,M5,P1,A3,28.652821125356134,238.41,200.0,0.016549705692606085
1862500127,M5,P1,A3,0.1,261.73,200.0,0.016549705692606085
1862500127,M6,P1,A6,45.10639503424264,563.39,400.0,0.024875219788930415
1862500127,M5,P1,A3,0.5084126967140954,231.94,200.0,0.016549705692606085
1862500127,M6,P7,A2,1.6802996340072907,234.76,200.0,0.02509949008401813
1862500127,M4,P5,A6,0.1,598.69,400.0,0.02838920174162361
1642286127,M3,P4,A3,0.1,398.99,300.0,0.04653408337935004
1642286127,M5,P1,A3,13.249578353364983,245.85,200.0,0.016549705692606085
1503036007,M8,P3,A7,19.4033347880733,620.19,500.0,0.014072249128791353
1503036007,M7,P6,A3,25.4452741950427,381.72,300.0,0.045114681914190255
1503036007,M3,P2,A6,0.1,450.12,400.0,0.03746302502892343
1503036007,M2,P7,A4,26.42116097545613,513.39,400.0,0.04303378213034439
1503036007,M4,P7,A2,12.287509269674448,254.21,200.0,0.01503626824104163
816161630,M3,P4,A3,6.0646418285498,416.02,300.0,0.04653408337935004
2059440549,M6,P8,A2,21.865467530810943,225.55,200.0,0.025746131797615132
2059440549,M3,P2,A6,8.79087813433199,489.17,400.0,0.03746302502892343
2059440549,M6,P4,A2,51.16531962305672,754.41,600.0,0.0685016514495365
2059440549,M7,P4,A4,15.152196833757433,566.9,400.0,0.023434365375131348
1298768421,M1,P3,A3,0.1,402.52,300.0,0.02600449690877489
1298768421,M3,P3,A7,13.971574263364653,611.11,500.0,0.06562404518564635
624642536,M3,P4,A3,30.523627309223848,328.37,300.0,0.04653408337935004
624642536,M6,P7,A2,0.1,238.33,200.0,0.02509949008401813
624642536,M3,P7,A2,9.72949755601226,248.34,200.0,0.029869406982404156
624642536,M7,P5,A5,6.5978453672741,501.42,400.0,0.0437688482504369
624642536,M6,P4,A2,33.56894676780056,647.17,600.0,0.0685016514495365
624642536,M6,P1,A6,19.688612912585416,512.03,400.0,0.024875219788930415
479663745,M2,P2,A2,61.90562506817856,715.71,600.0,0.09592738008314608
479663745,M2,P7,A4,10.795040657431624,523.22,400.0,0.04303378213034439
479663745,M4,P1,A3,15.589798683007784,251.8,200.0,0.02165693490307608
645870913,M5,P5,A5,0.1,514.13,400.0,0.027580147708227115
645870913,M1,P3,A2,54.95691032378548,740.94,600.0,0.08120322809348593
645870913,M4,P5,A6,15.050609637427485,477.52,400.0,0.02838920174162361
645870913,M7,P5,A5,12.46513853344944,531.87,400.0,0.0437688482504369
645870913,M8,P8,A5,18.67774278726617,539.71,400.0,0.033926417681608194
645870913,M2,P2,A2,23.057513167436703,618.92,600.0,0.09592738008314608
645870913,M7,P6,A3,0.1,400.09,300.0,0.045114681914190255
1379594714,M3,P7,A4,46.08523194808691,599.87,400.0,0.04493018128600413
1255680793,M8,P8,A5,9.918310460556388,581.48,400.0,0.033926417681608194
1255680793,M2,P2,A2,0.1,717.81,600.0,0.09592738008314608
1255680793,M7,P6,A3,3.398203545330924,422.72,300.0,0.045114681914190255
416247133,M3,P7,A4,53.87214055237624,607.68,400.0,0.04493018128600413
416247133,M2,P3,A2,74.20136252556907,855.63,600.0,0.043717800136894025
1243427723,M7,P7,A2,29.202186887685592,224.64,200.0,0.03038070168699342
1243427723,M2,P7,A3,0.1,362.26,300.0,0.028516287897740304
455835580,M5,P1,A3,0.1,232.51,200.0,0.016549705692606085
455835580,M5,P1,A3,27.520397228896908,279.87,200.0,0.016549705692606085
1160034956,M7,P1,A3,6.0946278024728375,273.22,200.0,0.02893678208386867
1160034956,M7,P6,A3,23.321591317020932,439.92,300.0,0.045114681914190255
1160034956,M2,P7,A3,14.217606530976482,401.39,300.0,0.028516287897740304
716318541,M7,P6,A3,10.664919592233572,326.45,300.0,0.045114681914190255
716318541,M6,P8,A4,0.1,530.45,400.0,0.0422313360958015
716318541,M8,P3,A7,0.1,688.94,500.0,0.014072249128791353
54592348,M7,P4,A6,15.383597119710156,482.25,400.0,0.036042327510638586
54592348,M3,P1,A5,46.14570443808329,516.46,400.0,0.03085903362125913
1340869665,M2,P7,A4,0.1,432.99,400.0,0.04303378213034439
1665367137,M6,P1,A6,15.908629014434034,456.27,400.0,0.024875219788930415
2022841107,M5,P1,A3,0.1,248.15,200.0,0.016549705692606085
2022841107,M2,P7,A4,58.65655383151288,488.44,400.0,0.04303378213034439
2022841107,M6,P1,A6,0.1,461.34,400.0,0.024875219788930415
2022841107,M7,P7,A2,0.7745943182134487,234.83,200.0,0.03038070168699342
2022841107,M5,P1,A3,15.72270165999136,237.77,200.0,0.016549705692606085
304555930,M8,P6,A6,0.1,605.76,500.0,0.06274104024207557
304555930,M1,P2,A1,123.07978097163856,1396.17,1200.0,0.11394184359593634
304555930,M3,P2,A6,0.1,469.3,400.0,0.03746302502892343
1062633514,M5,P1,A3,22.379916585432902,304.46,200.0,0.016549705692606085
1062633514,M5,P1,A3,0.1,247.92,200.0,0.016549705692606085
1714075620,M7,P8,A2,23.271241179051863,255.03,200.0,0.024684633155001964
577767549,M6,P1,A6,0.1,460.69,400.0,0.024875219788930415
577767549,M1,P3,A3,0.1,383.58,300.0,0.02600449690877489
928792434,M6,P8,A2,5.8587826326565295,244.1,200.0,0.025746131797615132
928792434,M8,P6,A4,0.1,502.06,400.0,0.05039237586885482
2079955307,M6,P8,A2,14.533846850454545,249.73,200.0,0.025746131797615132
2079955307,M3,P3,A7,39.31154510320087,661.68,500.0,0.06562404518564635
1473736622,M1,P7,A4,11.60870887027642,491.42,400.0,0.036008474851353216
1473736622,M6,P7,A8,0.1,985.98,900.0,0.09840916478842815
172623954,M1,P3,A3,15.062007047846288,402.1,300.0,0.02600449690877489
172623954,M5,P8,A7,38.64220864309259,559.32,500.0,0.048502414266442
172623954,M4,P3,A2,0.8008439869396031,651.46,600.0,0.10500767465103732
451688643,M1,P3,A3,7.305505645217726,345.0,300.0,0.02600449690877489
451688643,M5,P7,A2,11.35748335436158,279.69,200.0,0.023391238563940764
1626983884,M6,P7,A2,16.853152255605657,258.86,200.0,0.02509949008401813
2077728192,M1,P3,A4,0.1,449.1,400.0,0.01321152318789235
2077728192,M2,P3,A4,42.590317764749805,497.19,400.0,0.042308573575426334
2109979899,M3,P6,A2,6.5456522709192555,120.8,100.0,0.01574691039476669
1742530113,M4,P6,A2,0.1,137.63,100.0,0.007059918081221228
668794548,M6,P7,A2,21.566290192292442,236.55,200.0,0.02509949008401813
49,M3,P6,A2,12.536395731489126,132.9,100.0,0.01574691039476669
1515168250,M2,P2,A3,4.807423585602464,239.97,200.0,0.020303007145585913
1515168250,M7,P4,A1,6.071108137775332,725.67,600.0,0.07733889743334714
832254304,M8,P6,A2,10.395491622261222,126.7,100.0,0.009095226526055496
832254304,M2,P3,A7,1.2316973491690724,594.28,500.0,0.07596762939987861
832254304,M6,P3,A7,3.966935400122509,630.92,500.0,0.052950384876588055
832254304,M6,P3,A3,0.1,394.43,300.0,0.023184521718351555
1958549979,M4,P7,A2,9.927450476056638,234.25,200.0,0.01503626824104163
1958549979,M4,P3,A2,101.91082752775053,882.71,600.0,0.10500767465103732
1958549979,M6,P7,A2,14.472571997717798,266.7,200.0,0.02509949008401813
1858645348,M2,P3,A7,11.35597583233768,620.01,500.0,0.07596762939987861
1858645348,M2,P5,A3,0.1,393.7,300.0,0.02063334393833497
1928877455,M8,P7,A3,6.442826264464144,374.59,300.0,0.036812953590154796
546061983,M5,P1,A4,0.1,396.82,300.0,0.017404309084104827
546061983,M4,P2,A7,24.34488292018282,588.29,500.0,0.04861162830043245
546061983,M8,P6,A2,5.152860509655818,125.2,100.0,0.009095226526055496
546061983,M2,P8,A5,6.615197190049924,503.54,400.0,0.048862353718992786
649969603,M3,P1,A8,46.39345388963296,529.3,500.0,0.05159888854148951
649969603,M4,P3,A5,1.760917025629658,544.1,400.0,0.031416624721697005
1692504679,M2,P8,A5,14.783007502010332,493.0,400.0,0.048862353718992786
1692504679,M5,P1,A4,3.1847430731568735,414.94,300.0,0.017404309084104827
1692504679,M5,P1,A4,0.1,422.06,300.0,0.017404309084104827
1692504679,M5,P7,A7,0.1,580.28,500.0,0.06898033755469526
1692504679,M2,P8,A5,20.973718950856572,476.62,400.0,0.048862353718992786
1287751077,M6,P1,A6,11.726833349929214,503.48,400.0,0.024875219788930415
1287751077,M3,P7,A3,21.829496480584655,451.19,300.0,0.03977282349978296
1287751077,M8,P6,A2,1.6161856787295756,139.82,100.0,0.009095226526055496
1795078260,M2,P6,A5,13.299666174653101,473.23,400.0,0.04996272403253845
1603429820,M8,P7,A3,0.1,383.72,300.0,0.036812953590154796
1603429820,M5,P1,A4,0.1,379.47,300.0,0.017404309084104827
1603429820,M5,P5,A8,0.1,904.55,700.0,0.022082138371466508
1061884657,M6,P8,A2,6.155315864846066,226.49,200.0,0.025746131797615132
1033010603,M5,P1,A3,5.139441348498245,214.34,200.0,0.016549705692606085
1033010603,M3,P2,A6,19.678325229127353,545.13,400.0,0.03746302502892343
569991608,M8,P6,A2,17.4278469645334,117.96,100.0,0.009095226526055496
